 ,Unnamed: 1,Unnamed: 2,PINE CREEK,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
14-02-056-19 W5M,Riser,Apache,"AlphaBow 6"" Northwest",,53.813906,116.718663,19548 - 6,S,O,--,--,--,--,,,,"N/R- Inaccessable due to snow. 200m east of 12-02 on the North side of the road, 200m walk in (use GPS)."
14-02-056-19 W5M,Riser,,"3"" SW Pipeline",,53.813906,116.718663,On lease,,,--,--,--,--,,,,"Sign says AlphaBow but license data say only AlphaBow line to this site is a 6""."
14-02-056-19 W5M,Riser,,"6"" N/S Apache",,53.813906,116.718663,Foreign,,,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,
08-03-056-19 W5M,Well Site,,Removed Pipeline,Facilities,,,50590 - 9,S,A,--,--,--,--,,,,Abandoned and removed.  No measurements required.
,,,,,,,,,,,,,,,,,
10-03-056-19 W5M,Riser,,"6"" AlphaBow Northeast to 07-10",Bonavista,53.813141,116.732466,19548 - 4,S,D,1540,1020,--,--,,,,Disconnected/Discontinued 
,,,,,,,,,,,,,,,,,
07-10-056-19 W5M,Battery,Oil Header,"3"" Inlet North",Facilities,53.821926,116.735247,Verify license,,,1560,1140,1560,1140,,,,R-2; Lines bonded; Common cell placement. No Isolation on this line (leave as is).
07-10-056-19 W5M,Battery,Oil Header,"2"" Inlet Next",Facilities,53.821926,116.735247,On lease,,,1560,1140,1560,1140,0.27,,,
07-10-056-19 W5M,Battery,Oil Header,"2"" 04-05  Inlet Next",Facilities,53.821926,116.735247,19548  -  2,,,1560,1140,1560,1140,0.27,,,
07-10-056-19 W5M,Battery,Oil Header,"2"" Inlet Next",Facilities,53.821926,116.735247,50590  -  7,,,1560,1140,1560,1140,0.27,,,IK intentionally shorted (sleeves pulled).
07-10-056-19 W5M,Battery,Oil Header,"2"" 12-02  Inlet Next",Facilities,53.821926,116.735247,50590  -  12,,,1560,1140,1560,1140,0.27,,,Pipeline disconnected.
07-10-056-19 W5M,Battery,Oil Header,"2"" 12-02  Inlet South",Facilities,53.821926,116.735247,50590  -  11,,,1560,1140,1560,1140,0.27,,,Pipeline disconnected; U/G negative bond from rectifier.
07-10-056-19 W5M,Battery,Oil Header,"4"" Group  Line",Facilities,53.821926,116.735247,50590  -  6,,,1560,1140,1560,1140,0.27,,,IK intentionally shorted (sleeves pulled).
07-10-056-19 W5M,Battery,South Piperack,"6"" South (Tin Clad) From 10-03",,53.820657,116.73383,19548 - 4,S,D,1240,1000,--,--,,,,
07-10-056-19 W5M,Battery,South Piperack,"6"" South/East Sales to 14-02",Facilities,53.820657,116.73383,19548  -  6,,,1240,1000,1240,1000,0.16,,,IK intentionally shorted (sleeves pulled).
07-10-056-19 W5M,Battery,South Piperack,"3"" South Pipeline from 12-02",Facilities,53.820657,116.73383,58147  -  1,,,1100,1010,1240,1000,,1,0mA,Isolation effective- 0mA. Owned / Operated by Bonavista.
07-10-056-19 W5M,Battery,Storage Tanks,Tank Farm  Area,,,,,,,--,--,--,--,,,,Both North and South tanks are on skids (tank bottoms do not contact soil.
07-10-056-19 W5M,Battery,Oil Well,Pipeline at oil well,Facilities,53.821762,116.734494,On lease,,,1870,1150,1180,1150,,,,Northwest well; Negative drain point; I = 9.8A  to F/L ; 0mA- isolation effective
07-10-056-19 W5M,Battery,Trilogy Well,"Trilogy Well (02/07-10) - 3"" East",Facilities,53.821628,116.733639,On lease,,,1700,1120,1130,1005,,,,IK=100%; ICT=0mA
07-10-056-19 W5M,Battery,Trilogy Well,"Trilogy Well (02/07-10) - 3"" West",Facilities,53.821628,116.733639,On lease,,,1700,1120,--,--,,,,Pipeline disconnected
,,,,,,,,,,,,,,,,,
09-09-056-19 W5M,Well,,Removed Pipeline,Facilities,,,19263 - 8,S,A,--,--,--,--,,,,Abandoned and removed.  No measurements required.
,,,,,,,,,,,,,,,,,
14-08-056-19 W5M,Well,CNRL,"2"" Outlet to 03-21",Facilities,,,29725 - 7,S,O,--,--,--,--,,,,Unable to locate (Possibly removed).
,,,,,,,,,,,,,,,,,
07-07-056-19 W5M,Header,,"3"" Southwest Inlet from 02-06",,53.821939,116.808543,29725 - 6,,,1190,1190,--,--,,,,
07-07-056-19 W5M,Header,,"4"" North Inlet from 10-12",,53.821939,116.808543,29725 - 4,S,D,1190,1190,--,--,,,,Pipeline disconnected. Temp bond in place
07-07-056-19 W5M,Header,,"3"" Northeast Outlet to 06-08 Riser",,53.821939,116.808543,29725 - 6,,,1190,1190,--,--,,,,Casing disconnected
07-07-056-19 W5M,North Riser,(Up Hill),"North Riser- 6"" from 13-06  South",,53.821939,116.808543,Foreign,,,--,--,--,--,,,,No Alphabow Pipeline on site. No measurements required.
07-07-056-19 W5M,North Riser,(Up Hill),"6"" Bonavista West",,53.821939,116.808543,Foreign,,,--,--,--,--,,,,No Alphabow Pipeline on site. No measurements required.
07-07-056-19 W5M,North Riser,(Up Hill),"6"" Bonavista East",,53.821939,116.808543,Foreign,,,--,--,--,--,,,,No Alphabow Pipeline on site. No measurements required.
,,,,,,,,,,,,,,,,,
10-12-056-20 W5M,Booster,,"3"" South Pipeline from 13-35",,53.827381,116.833261,29725 - 3,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
10-12-056-20 W5M,Booster,,"3"" Middle Pipeline from 06-13",,53.827381,116.833261,29725 - 4,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
10-12-056-20 W5M,Booster,,"4"" North Pipeline to 07-07",,53.827381,116.833261,29725 - 5,,,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
,,,,,,,,,,,,,,,,,
07-27-056-20 W5M,Well,,"4"" Pipeline to 10-27",Facilities,53.865195,116.883724,29725 - 2,S,A,--,--,--,--,,,,Abandoned and removed.  No measurements required.
,,,,,,,,,,,,,,,,,
04-15-056-19 W5M,Well,,Pipeline Stub North,Facilities,53.835167,116.745807,19548 - 3,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow.. Both lines isolated from each other (bonded somewhere else);  Line discontinued.
04-15-056-19 W5M,Well,,Pipeline South,Facilities,53.835167,116.745807,50590 - 8,S,O,--,--,--,--,,,,Pipelines disconnected.
,,,,,,,,,,,,,,,,,
16-16-056-19 W5M,Well,,Well,Facilities,53.843146,116.755237,50590  -  1,,,1440,1040,--,--,,,,Well disconnected.
16-16-056-19 W5M,Riser,,East,,53.843146,116.755237,19548  -  2,,,1580,1080,--,--,,,,As Found- Bond removed
16-16-056-19 W5M,Riser,,West,,53.843146,116.755237,50590  -  1,,,520,580,--,--,,,,"Disconnected, blinded and bonded."
16-16-056-19 W5M,Riser,,East,,53.843146,116.755237,19548  -  2,,,1440,1040,--,--,,,,As Left- Replaced bond (5m #8 white)
16-16-056-19 W5M,Riser,,West,,53.843146,116.755237,50590  -  1,,,1440,1040,--,--,,,,"Disconnected, blinded and bonded."
,,,,,,,,,,,,,,,,,
09-17-056-19 W5M,Well,,Removed Pipeline,Facilities,,,19263 - 2,S,O,--,--,--,--,,,,Removed from site.
,,,,,,,,,,,,,,,,,
09-20-056-19 W5M,Riser,,"2"" Pipeline to 03-21",,53.857345,116.780508,50590 - 2,S,A,--,--,--,--,,,,Abandoned and removed.  No measurements required.
09-20-056-19 W5M,Riser,,"2"" Pipeline to 03-21",,53.857345,116.780508,50590 - 3,S,A,--,--,--,--,,,,Abandoned and removed.  No measurements required.
,,,,,,,,,,,,,,,,,
03-21-056-19 W5M,Satellite,West Header,"North 2"" Pipeline ",Facilities,53.848439,116.766833,50590  -  4,,,1520,1070,670,670,,,,Common reference cell placement. 
03-21-056-19 W5M,Satellite,West Header,"Next 2"" to the South",Facilities,53.848439,116.766833,33724  -  17,,,1520,1070,670,670,,,,
03-21-056-19 W5M,Satellite,West Header,"Next 2"" to the South",Facilities,53.848439,116.766833,50590  -  3,,,--,--,670,670,,,,Abandoned and disconnected from CP.
03-21-056-19 W5M,Satellite,West Header,"Next 2"" to the South",Facilities,53.848439,116.766833,50590  -  2,,,--,--,670,670,,,,Abandoned and disconnected from CP.
03-21-056-19 W5M,Satellite,West Header,"Next 2"" to the South",Facilities,53.848439,116.766833,29725  -  7,,,1520,1070,670,670,,,,
03-21-056-19 W5M,Satellite,West Header,"South 2"" Pipeline",Facilities,53.848439,116.766833,19263  -  2,,,1520,1070,670,670,,,,One Pipeline appears to be abandoned and removed from 06-21.
03-21-056-19 W5M,Satellite,Pop  Tank,Pop  Tank,Facilities,53.848439,116.766833,On Lease,,,--,--,--,--,,,,No protection required.  Tank on skids.
03-21-056-19 W5M,Satellite,Group Outlet,"East 4"" Group Outlet",Facilities,53.848439,116.766833,50590  -  6,,,1500,1050,670,670,,1,,
03-21-056-19 W5M,Satellite,,"North 3"" 07-29  Pipeline",Facilities,53.848439,116.766833,20485  -  3,,,1500,1050,670,670,,,,"Northeast corner bldg; Bonded to 4"" group;"
03-21-056-19 W5M,Satellite,Header Bldg.,06-21  Riser  Pigtrap - Composite PL,,53.848439,116.766833,20478 - 1,S,D,1500,1050,--,--,,,,East of header building; Poorly bonded with 12g single conductor wire.
03-21-056-19 W5M,Satellite,Header Bldg.,"2"" Disconnected Stub ",,53.848439,116.766833,50590  -  1,,,1500,1050,--,--,,,,East of header building; Poorly bonded with 12g single conductor wire.
,,,,,,,,,,,,,,,,,
06-21-056-19 W5M,Well,,Pipeline to 03-21 Satelite,Facilities,53.851096,116.767961,20478 - 1,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
,,,,,,,,,,,,,,,,,
15-21-056-19 W5M,Well,,"2"" Pipeline to 03-21",Facilities,53.858025,116.757959,50590 - 4,S,O,1480,1080,700,700,,1,0mA,Behind  meter building; 50m on lease to well isolated.
,,,,,,,,,,,,,,,,,
06-28-056-19 W5M,Well,,"3"" Pipeline to 07-29",Facilities,53.865674,116.768236,20485 - 1,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
,,,,,,,,,,,,,,,,,
02-29-056-19 W5M,Well,,"3"" Pipeline from 07-29",Facilities,53.864575,116.783163,36719 - 1,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected.
,,,,,,,,,,,,,,,,,
07-29-056-19 W5M,Satellite,,"3"" Northwest Pipeline from 07-29",Facilities,53.86568,116.784392,,,,1400,1000,--,--,,,,
07-29-056-19 W5M,Satellite,,"3"" Northeast Pipeline from 06-28",Facilities,53.86568,116.784392,20485 - 1,S,D,1400,1000,--,--,,,,Pipeline disconnected.
07-29-056-19 W5M,Satellite,,"3"" East Pipeline to 03-21",Facilities,53.86568,116.784392,20485 - 3,S,O,1400,1000,--,--,,,,
07-29-056-19 W5M,Satellite,,"3"" South to 02-29",Facilities,53.86568,116.784392,36719 - 1,S,D,500,500,--,--,,,,As Found- Pipeline disconnected. Install bond (30' Cable Required).
07-29-056-19 W5M,Satellite,,"3"" South to 02-29",Facilities,53.86568,116.784392,36719 - 1,S,D,1400,1000,--,--,,,,As Left- Pipeline disconnected. Installed bond (30' #12 cable).
07-29-056-19 W5M,Satellite,,Building,Facilities,53.86568,116.784392,,,,1400,1000,--,--,0.3,,,Building electrically shorted to CP system (leave as is).
07-29-056-19 W5M,Satellite,,Pop  Tank,Facilities,53.86568,116.784392,,,,1400,1000,--,--,,,,
07-29-056-19 W5M,Well,,"3"" Pipeline to 07-29",Facilities,53.86568,116.784392,20485 - 2,S,O,1450,1050,770,770,,,,
,,,,,,,,,,,,,,,,,
08-29-056-19 W5M,Test Station,,All Leads,Road Casing,53.865597,116.778732,33724 - 17,S,O,--,--,--,--,,,,N/R- Unable to locate in the snow. West Side of Road
,,,,,,,,,,,,,,,,,
01-32-056-19 W5M,Well,,"3"" Pipeline from 16-31",Facilities,53.877479,116.77918,33724 - 11,S,O,1270,940,--,--,,,,Site disconnected
01-32-056-19 W5M,Well,,"2"" Pipeline to 03-21",Facilities,53.877479,116.77918,33724 - 17,S,O,1270,940,--,--,,,,
,,,,,,,,,,,,,,,,,
16-31-056-19 W5M,Well,,"3"" Pipeline from 01-01",Facilities,53.886897,116.806346,33724 - 1,A,O,990,990,500,500,,,,ZA-12
16-31-056-19 W5M,Well,,"3"" Pipeline to 01-32",Facilities,53.886897,116.806346,33724 - 11,S,O,1380,990,500,500,,,,50m to well unprotected
,,,,,,,,,,,,,,,,,
11-31-056-19 W5M,Well,,"3"" Pipeline to 11-31",Facilities,53.88508,116.818301,33724 - 10,S,O,1480,1140,--,--,,,,MA-5; Tie-in to aluminum U/G @ road
11-31-056-19 W5M,Well,,Meter Station,,53.88508,116.818301,,,,790,790,--,--,,,,50m section on-lease line unprotected to well
,,,,,,,,,,,,,,,,,
01-01-057-20 W5M,Well,,"3"" Pipeline to 01-01",Facilities,53.892292,116.828122,33724 - 3,A,O,970,970,670,670,,,,Aluminum line; Protected by anodes at 16-31
,,,,,,,,,,,,,,,,,
11-01-057-20 W5M,Well,,"3"" Pipeline to 03-01",Facilities,53.898525,116.839107,33724 - 2,A,O,1010,1010,690,690,,,,Aluminum line; Protected by anodes at 16-31
,,,,,,,,,,,,,,,,,
01-02-057-20 W5M,Well,,"3"" Pipeline to 01-01",Facilities,53.893357,116.856377,33724 - 12,A,O,990,990,660,660,,,,Aluminum line; Protected by anodes at 16-31
,,,,,,,,,,,,,,,,,
01-11-057-20 W5M,Well,,"3"" North Pipeline from 11-11",Facilities,53.907987,116.856047,33724 - 14,A,O,1010,870,840,840,,,,ZA-13
01-11-057-20 W5M,Well,,"3"" South Pipeline to 01-01",Facilities,53.907987,116.856047,33724 - 12,A,O,970,970,840,840,,,,Protected by anodes at 16-31
,,,,,,,,,,,,,,,,,
11-11-057-20 W5M,Riser,,"3"" Pipeline from 13-11",,53.912856,116.865556,33724 - 16,S,O,1340,780,--,--,,,,MA-6; West of Apache lease. Install an additional mag anode to protect this section of steel pipeline. 
11-11-057-20 W5M,Riser,,"3"" Pipeline to 01-11",,53.912856,116.865556,33724 - 14,A,O,990,990,--,--,,,,Aluminum line; Protected by anodes at 01-11
,,,,,,,,,,,,,,,,,
13-11-057-20 W5M,Well,(DH: 13-14),"3"" Pipeline to 11-11",Facilities,53.9185,116.870902,33724 - 16,S,O,1210,1210,630,630,,,,MA-6 was not interrupted; Other  = Meter Station
,,,,,,,,,,,,,,,,,
10-08-057-20 W5M,Well,,Well,Facilities,53.914907,116.931669,35073 - 1,A,O,--,--,--,--,,,,ZA-14; N/R- Inaccessable due to snow.
,,,,,,,,,,,,,,,,,
06-10-057-20 W5M,Riser,,"3"" Pipeline from 10-08",Apache,53.908417,116.892088,35073 - 1,A,O,1020,990,600,600,,,,"ZA-15; West of Apache 06-10  access; Other = 3"" Apache Canada"
,,,,,,,,,,,,,,,,,
02-22-057-20 W5M,Well,,"4"" Pipeline to 03-22",Facilities,53.9344,116.885706,51416 - 1,S,O,1060,1060,730,730,,1,,Protected by Husky.
,,,,,,,,,,,,,,,,,
03-22-057-20 W5M,Battery,,"3"" South Pipeline from 11-22",Facilities,53.937287,116.891116,51416 - 2,S,D,1080,1080,780,780,,,,Pipeline disconnected. Temporary bond in place.
03-22-057-20 W5M,Battery,,"3"" Pipeline to 06-22",Facilities,53.937287,116.891116,50451 - 1,S,O,1080,1080,780,780,,,,Temporary bond in place.
03-22-057-20 W5M,Battery,,"4"" North Pipeline from 11-22",Facilities,53.937287,116.891116,51416 - 1,S,O,1080,1080,780,780,,,,Temporary bond in place.
,,,,,,,,,,,,,,,,,
11-22-057-20 W5M,Well,,"3"" Pipeline to 03-22",Facilities,53.941651,116.890165,51416 - 2,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected. Plaque shows discontinued. Protected by Husky
,,,,,,,,,,,,,,,,,
01-33-057-20 W5M,Satellite,,"West 4"" Gas",Facilities,53.963394,116.903827,50451 - 2,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Isolated.  Requires anodes to protect this section.
01-33-057-20 W5M,Satellite,,"West 3"" To 13-33",Facilities,53.963394,116.903827,51416 - 5,S,D,--,--,--,--,,,,
01-33-057-20 W5M,Satellite,,"3"" 03-27DH/04-34",Facilities,53.963394,116.903827,51416 - 4,S,D,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,
03-33-057-20 W5M,Well,,"4"" Pipeline to 01-33",Facilities,53.963393,116.914436,51416 - 5,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Well disconnected and discontinued.
,,,,,,,,,,,,,,,,,
05-33-057-20 W5M,Satellite,,"Gas 4"" AlphaBow to 01-33",Foreign,,,50451 - 2,S,D,560,560,1470,1470,,,,Deficiency:  Install three (3) x 17# Mag Anodes and Test Station
05-33-057-20 W5M,Satellite,,"East Apache 2""",,,,,,,1470,1470,,,,,,
05-33-057-20 W5M,Satellite,,"Apache 3""",,,,,,,1470,1470,,,,,,
05-33-057-20 W5M,Satellite,,"West Daylight 3""",,,,,,,--,--,,,,,,N/R- Daylight has mag  on site for their line
,,,,,,,,,,,,,,,,,
04-34-057-20 W5M,Well,,"3"" Pipeline to 01-33",Facilities,53.96345,116.897479,51416 - 4,S,D,--,--,--,--,,,,N/R- Inaccessable due to snow. Pipeline disconnected. 
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #3,,,,,,,,,,,,,,,,,
Group located South-East of 12-09 Gathering System and North-West of Edson.  Asset protected by unknown source of cathodic protection.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02-02-059-18 W5M,Well Site,(DH: 13-34),"3"" Outlet to 10-34",Facilities,54.065555,116.586879,40455 - 1,S,O,--,--,--,--,,,,N/R- Inaccessable due to snow. 
,,,,,,,,,,,,,,,,,
10-34-058-18 W5M,Well Site,Paramount,"3"" North Inlet from 02-02",Paramount Pipeline,54.059749,116.586751,40455 - 1,S,O,1420,1420,1420,1420,,,,Protected by Paramount
,,,,,,,,,,,,,,,,,
06-02-059-22 W5M,Well Site,,"3"" West Outlet to 11-02",Facilities,54.071654,117.189612,51780 - 1,S,O,1580,1580,720,720,,,,Protected by Tourmaline
,,,,,,,,,,,,,,,,,
11-02-059-22 W5M,Well Site,Tourmaline,"3"" West Inlet from 06-02",Tourmaline Pipelines,54.074533,117.194384,51780 - 1,S,O,1620,1620,1620,1620,,,,Protected by Tourmaline
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #4,,,,,,,,,,,,,,,,,
Group located South-East of 12-09 Gathering System and North-West of Edson.  Asset protected by unknown source of cathodic protection.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
07-22-054-18 W5M,Well Site,,"3"" North Outlet to 16-22 PL",Facilities,53.676994,116.563194,33724 - 9,S,O,1382,1382,--,--,,,,Pipeline disconnected.
,,,,,,,,,,,,,,,,,
16-22-054-18 W5M,Well Site,,"3"" East Outlet to 13-23 PL",Facilities,53.683429,116.562088,33724 - 4,S,O,1385,1385,762,762,,,,
16-22-054-18 W5M,Well Site,,"3"" South Inlet from 07-22",Facilities,53.683429,116.562088,33724 - 9,S,O,1385,1385,,,,,,
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #5,,,,,,,,,,,,,,,,,
"Group located West of Edson, North of Highway 16.  Asset protected by CNRL via intentionally shorted isolation kit.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
13-16-053-20 W5M,Header,,"3"" West Inlet from 01-19 Header",Facilities,53.584666,116.897504,36536 - 1,S,O,1227,1227,1227,1227,,,--,"Sleeve intentionally pulled on 4"" x 600 RFK - Protection is supplied by CNRL."
,,,,,,,,,,,,,,,,,
01-19-053-20 W5M,Riser,,"3"" Vertical Group Pipeline",,53.585071,116.925328,36536 - 1,S,O,1210,1210,--,--,,,,
01-19-053-20 W5M,Riser,,"3"" West Inlet from 09-19",,53.585071,116.925328,36536 - 2,S,O,1210,1210,--,--,,,,
01-19-053-20 W5M,Riser,,"4"" East Inlet from CNRL 16-18",,53.585071,116.925328,Foreign,S,O,1210,1210,--,--,,,,
,,,,,,,,,,,,,,,,,
02-19-053-20 W5M,Well Site,,"3"" Outlet to 13-16",Facilities,53.587368,116.933746,36536 - 1,S,O,1230,1230,783,783,,,,
,,,,,,,,,,,,,,,,,
08-19-053-20 W5M,Well Site,(DH: 11-19),"3"" Pipeline at 11-19 Well",Facilities,53.592095,116.93013,On Lease,S,O,1250,1250,780,780,,1,,
,,,,,,,,,,,,,,,,,
09-19-053-20 W5M,Well Site,(DH: 16-19),"3"" Pipeline at 16-19 Well",Facilities,53.592095,116.93013,36536 - 2,S,O,1200,1200,920,920,,1,,
09-19-053-20 W5M,Well Site,(DH: 16-19),"3"" Inlet from 11-19 Well",Facilities,53.592095,116.93013,On Lease,S,O,1200,1200,,,,,,
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #6,,,,,,,,,,,,,,,,,
"Group located West of Edson, both North and South of Highway 16 (line crosses highway).  Lines protected at 05-32 tie-in.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
07-01-053-20 W5M,Well Site,,"3"" Outlet to 13-31",Facilities,53.545711,116.808535,37145 - 2,S,O,1222,1222,920,920,,1,,Behind building
,,,,,,,,,,,,,,,,,
13-31-052-19 W5M,Well Site,,"3"" West Inlet from 07-01",Facilities,53.538825,116.80116,37145 - 2,S,O,1300,1300,955,955,,1,,
13-31-052-19 W5M,Well Site,,"3"" East Outlet to 05-32",Facilities,53.538825,116.80116,37145 - 1,S,O,1300,1300,955,955,,1,,
,,,,,,,,,,,,,,,,,
05-32-052-19 W5M,Well Site,,"3"" West Inlet from 13-31",Facilities,53.530615,116.772484,37145 - 1,S,O,--,--,--,--,,,,Unable to access in 2021 due to landowner concerns. Recommend communicating proper access to location.
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #7,,,,,,,,,,,,,,,,,
"Group located West of Edson, North of Highway 16.  Asset protected by Repsol via bond cable at 03-22 tie-in.  Interrupeted continuity bond on discontinued pipeline for representative off potentials.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
01-22-053-19 W5M,Well Site,(DH: 05-22),"4"" Outlet to 03-22 PL",Facilities,53.586789,116.705124,53888 - 1,S,O,1310,1310,823,823,,,,Walked in to site due to snow
,,,,,,,,,,,,,,,,,
03-22-053-19 W5M,Riser,,"Vertical 4"" Inlet from 01-22",,53.586169,116.717354,53888 - 1,S,O,,,--,--,,,,"NR unable to access due to deep snow. Access down pipeline ROW, no road to riser."
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #8,,,,,,,,,,,,,,,,,
"Group located West of Edson, South of Highway 16.  Asset protected by Repsol via tie in at 10-07 tie-in.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
08-07-053-18 W5M,Well Site,,"3"" North Outlet to 10-07",Facilities,53.559786,116.633361,35488 - 2,S,O,1040,1040,986,986,,,,"Pipeline shortes through 3/8"" tubing, has been previously flagged as deficiency, install isolation swagglock at flagging"
,,,,,,,,,,,,,,,,,
10-07-053-18 W5M,Well (Repsol),DH: 00/10-07,"3"" South Pipeline @ Repsol Well Site",Facilities,53.563516,116.638446,35488 - 1,S,O,1148,1148,788,788,,,,Protected by Repsol.
,,,,,,,,,,,,,,,,,
10-07-053-18 W5M,Well (Alphabow),DH: 02/10-07,"3"" Pipeline @ AlphaBow Well Site",Facilities,53.564831,116.640184,35488 - 2,S,O,1130,1130,850,850,,,,
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #9,,,,,,,,,,,,,,,,,
Group located North-West of Edson.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
07-36-053-18 W5M,Well,,"3"" North Inlet from 10-36",Well,53.620252,116.518483,37616 - 1,S,O,1255,1255,766,766,,,,
,,,,,,,,,,,,,,,,,
10-36-053-18 W5M,Well,,"3"" South Outlet to 07-36",Well,53.623859,116.514957,37616 - 1,S,O,,,,,,,,NR unable to access due to snow
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #10,,,,,,,,,,,,,,,,,
Group located South-East of Edson and McLeod River.  Asset protected by ZA-16.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
15-33-052-16 W5M,Riser,,"3"" South Inlet from 11-27",Facilities,53.538788,116.298253,33614 - 1,A,O,960,875,1340,1340,,,,ZA-16 (Two zinc anodes attached to aluminum line). Accessed site from the north
,,,,,,,,,,,,,,,,,
11-27-052-16 W5M,Battery,,"3"" North Outlet to 15-33",Facilities,53.520836,116.279022,33614 - 1,A,O,,,,,,,,NR unable to access due to snow
11-27-052-16 W5M,Battery,,"3"" South Inlet from 15-22",Facilities,53.520836,116.279022,33615 - 1,A,O,,,,,,,,Two anodes on each pipeline
,,,,,,,,,,,,,,,,,
15-22-052-16 W5M,Well Site,,"3"" North Outlet to 11-27",Facilities,53.509812,116.270492,33615 - 1,A,O,--,--,--,--,,,,NR unable to access due to snow
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #11,,,,,,,,,,,,,,,,,
Group located South of Edson and McLeod River.  Asset protected by Repsol via tie in at 06-21 Riser.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
06-21-052-17 W5M,Well Site,,"3"" North Outlet to 06-21 Riser",Facilities,53.502274,116.448903,31242 - 1,S,O,1450,1450,800,800,,,,Protected by Repsol via tie in at 06-21 Riser.
,,,,,,,,,,,,,,,,,
06-21-052-17 W5M,Riser,,"3"" South Inlet from 06-21 Well",Repsol PL,53.502274,116.448903,31242 - 1,S,O,1440,1440,1440,1440,,,,Isolation device removed to provide protection to AlphaBow pipeline.
,,,,,,,,,,,,,,,,,
AlphaBow Energy Ltd. - Pine Creek - Group #12,,,,,,,,,,,,,,,,,
Group located South of Edson and McLeod River.  Asset protected by Repsol via tie in at 07-31 Riser.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
10-31-051-17 W5M,Well Site,,"3"" South Outlet to 07-31 Riser",Facilities,53.446928,116.490294,35634 - 1,S,O,1040,1040,805,805,,,,Protected by Repsol
,,,,,,,,,,,,,,,,,
07-31-051-17 W5M,Well Site,Respol Site,"3"" Inlet from 10-31",Facilities,53.444765,116.492051,35634 - 1,S,O,1055,1055,880,880,,,,Protected by Repsol.  Located on west side of lease.
